submitter,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils
MB-4851,0.033623231,0.036925045,0.096304403,0.023196675,0.202645832,0.0,0.090582017,0.0,0.0,0.0,0.119719761,0.0,0.072095491,0.027224726,0.0,0.0,0.020174596,0.066014622,0.150854648,0.0,0.039002707,0.021636245
MB-4853,0.0,0.031309495,0.105542917,0.060361539,0.132655772,0.0,0.159698616,0.0,0.0,0.113508066,0.020700294,0.0,0.040805132,0.020275508,0.019070121,0.043099638,0.050735587,0.016081631,0.096748435,0.0,0.0,0.08940725
MB-4855,0.104712304,0.0,0.0,0.081198692,0.0,0.0,0.003202767,0.047203463,0.025400322,0.0,0.0,0.143967987,0.004194892,0.073764907,0.010426326,0.116518227,0.054648999,0.133357428,0.152313248,0.0,0.0,0.049090437
MB-4858,0.006737987,0.013516866,0.129188206,0.067525533,0.06496026,0.0,0.043915496,0.114172407,0.0,0.0,0.116455524,0.0,0.005900171,0.085341608,0.032662441,0.040254633,0.116133434,0.037447697,0.0,0.055029509,0.043138902,0.027619328
MB-4859,0.0,0.187657099,0.0,0.119143645,0.103648748,0.0,0.10943236,0.090124399,0.0,0.0,0.133081193,0.0,0.044893652,0.0,0.0,0.06779713,0.044442707,0.040203381,0.011392742,0.048182945,0.0,0.0
MB-4860,0.096483732,0.0,0.099925138,0.0,0.0,0.209216378,0.043800745,0.015855225,0.0,0.0,0.130191497,0.0,0.011892748,0.0,0.0,0.066459306,0.078083341,0.018948138,0.0,0.146380667,0.0,0.082763084
MB-4862,0.0,0.032156555,0.146349511,0.150264343,0.076266897,0.0,0.128984708,0.011071253,0.0,0.010537285,0.0,0.057662956,0.0,0.04535543,0.0,0.134923957,0.0,0.0,0.136395291,0.0,0.061775646,0.008256167
MB-4865,0.144419915,0.0,0.026251065,0.041465762,0.0,0.061311023,0.0,0.023160645,0.07543048,0.0,0.146266286,0.0,0.036132123,0.096815581,0.021193234,0.030918956,0.135056536,0.0,0.0,0.148120082,0.0,0.013458314
MB-4866,0.024473255,0.0,0.167821341,0.0,0.097116957,0.0,0.066104874,0.0,0.114859015,0.050839984,0.081373788,0.0,0.0,0.0,0.0,0.124911572,0.061329319,0.0,0.0,0.151224199,0.059945697,0.0
MB-4867,0.013418968,0.005852442,0.085853917,0.123307804,0.113939585,0.0,0.046180108,0.093594222,0.028369798,0.0,0.054381476,0.0,0.010541226,0.026309136,0.024580711,0.001135014,0.082404801,0.017185135,0.134676119,0.016552768,0.112191045,0.009525724
MB-4869,0.152624264,0.0,0.054643435,0.0,0.0,0.302978003,0.070259205,0.0,0.0,0.004725294,0.096532709,0.0,0.0,0.0,0.002451294,0.030203247,0.138839841,0.0,0.0,0.118959722,0.0,0.027782987
MB-4870,0.165949709,0.0,0.116253715,0.09599914,0.15790092,0.0,0.045648625,0.034522357,0.0,0.05645733,0.0,0.0,0.0,0.0,0.040762077,0.118680616,0.0,0.05308354,0.0,0.030219268,0.028590321,0.055932382
MB-4871,0.03394271,0.0,0.083043585,0.202229788,0.0,0.0,0.071821889,0.138877601,0.033712055,0.001325246,0.015470283,0.015193771,0.077140476,0.052999628,0.031671637,0.026950621,0.0,0.063271135,0.09979641,0.0,0.052553166,0.0
MB-4872,0.033644396,0.0,0.0,0.279600771,0.0,0.0,0.0,0.173478147,0.0,0.00104779,0.0,0.04560588,0.045045523,0.060872005,0.136104318,0.0,0.029598216,0.098642764,0.09513677,0.0,0.001223419,0.0
MB-4873,0.099801183,0.0,0.091921964,0.154567919,0.140435792,0.0,0.073450235,0.0,0.0,0.130114973,0.0,0.006240919,0.0,0.035470212,0.0,0.051105223,0.139651294,0.0,0.067175291,0.0,0.0,0.010064995
MB-4876,0.066864082,0.0,0.1010313,0.126429081,0.072647733,0.0,0.33696862,0.0,0.0,0.0,0.072599807,0.0,0.046265155,0.008687034,0.005925157,0.024545714,0.012836122,0.040635803,0.067626319,0.0,0.016938072,0.0
MB-4878,0.044256522,0.0,0.132671044,0.236758886,0.158355163,0.0,0.089202311,0.031489786,0.0,0.0,0.026425607,0.0,0.013422889,0.021595702,0.029019711,0.066627536,0.08764777,0.0,0.0,0.062527072,0.0,0.0
MB-4879,0.127286828,0.0,0.112886447,0.093699264,0.0,0.0,0.039875656,0.122313106,0.031513714,0.0,0.0,0.077652717,0.13159078,0.10609538,0.027446455,0.0,0.047636623,0.017668203,0.03909533,0.013434247,0.006559655,0.005245596
MB-4880,0.00432302,0.04086543,0.066551569,0.102178289,0.196398295,0.0,0.084122743,0.0,0.0,0.046897679,0.072394747,0.0,0.0,0.0,0.0,0.076629673,0.015185772,0.023376134,0.0,0.134756862,0.045670496,0.090649292
MB-4881,0.0,0.122229237,0.0,0.129035479,0.0,0.0,0.0,0.07919386,0.206291376,0.0,0.105043801,0.0,0.0,0.049824501,0.054078809,0.008419037,0.070285448,0.048824812,0.0,0.126773642,0.0,0.0
MB-4882,0.066409827,0.0,0.106220683,0.161441726,0.026668418,0.0,0.046864337,0.0,0.137413847,0.060342745,0.014071628,0.0,0.017650723,0.030476516,0.032458759,0.078180101,0.029617923,0.067081562,0.021249372,0.0,0.018978462,0.084873369
MB-4883,0.049042408,0.0,0.166497457,0.0,0.132484191,0.0,0.000279626,0.179373252,0.0,0.04810195,0.122843928,0.015439494,0.0,0.053759321,0.0,0.001537139,0.044345497,0.013163976,0.098547245,0.041413456,0.03317106,0.0
MB-4886,0.091189006,0.0,0.056676509,0.191073684,0.03585988,0.0,0.0,0.114569858,0.029180626,0.0,0.081911275,0.0,0.067485279,0.093700057,0.047670591,0.0,0.104651922,0.0,0.037616253,0.0,0.0,0.048415061
MB-4887,0.0,0.029667559,0.141401174,0.0,0.134391158,0.0,0.0,0.0,0.140024193,0.0,0.166756822,0.0,0.026156226,0.033895014,0.03040171,0.036809978,0.071275551,0.05086676,0.0,0.071216723,0.06713713,0.0
MB-4888,0.036892445,0.0,0.039824176,0.0,0.008035092,0.079101159,0.009819471,0.050897227,0.0,0.0,0.28389224,0.0,0.102463773,0.060827185,0.0,0.0,0.098336862,0.073228934,0.024706267,0.048577928,0.025326341,0.058070901
MB-4893,0.0,0.133064558,0.053457189,0.188657114,0.0,0.086401651,0.025059653,0.0,0.060283827,0.0,0.138443121,0.0,0.064830721,0.005528256,0.012506759,0.0,0.103692682,0.0,0.0,0.070886077,0.051067445,0.006120947
MB-4894,0.102899422,0.0,0.0,0.02751624,0.070704928,0.066525318,0.144466772,0.0,0.0,0.057232978,0.0,0.059066717,0.0,0.10985436,0.0,0.0,0.052806009,0.062829134,0.165584928,0.0,0.0,0.080513194
MB-4896,0.008671228,0.087335964,0.0,0.0,0.077086186,0.0,0.0,0.091404669,0.0,0.221316355,0.0,0.164208092,0.0,0.017958702,0.089235166,0.069224547,0.0,0.054575333,0.062289077,0.0,0.021549552,0.03514513
MB-4897,0.042350873,0.002490883,0.042826373,0.0,0.0,0.221115701,0.061560269,0.0,0.046233707,0.0,0.201260716,0.0,0.001071905,0.008732901,0.016105879,0.042940749,0.104653258,0.0,0.0,0.133109751,0.020885524,0.054661511
MB-4898,0.089605419,0.0,0.112460168,0.073150837,0.08504334,0.0,0.087128772,0.0,0.059350569,0.093419695,0.0,0.0,0.07404793,0.000991404,0.030189741,0.024721972,0.104848205,0.057050113,0.041526293,0.000840272,0.007310501,0.058314769
MB-4899,0.0,0.02650442,0.126821854,0.162497788,0.087875504,0.0,0.094711451,0.064266884,0.0,0.0,0.090562354,0.018784112,0.0,0.0,0.040684555,0.154428155,0.039362009,0.026704431,0.051579249,0.0,0.009387141,0.005830091
MB-4900,0.014123917,0.09127543,0.082451626,0.0,0.021972712,0.250415434,0.019743235,0.0,0.0,0.0,0.170035346,0.0,0.017272521,0.010140886,0.031651692,0.164678531,0.0,0.018824372,0.0,0.104583862,0.0,0.002830435
MB-4904,0.136957891,0.0,0.058304379,0.121531367,0.029778207,0.0,0.0,0.128365493,0.006525659,0.012952564,0.000755123,0.046318164,0.056334483,0.0,0.006702595,0.10701601,0.024797786,0.072941719,0.078623176,0.045428433,0.0,0.066666953
MB-4906,0.167981269,0.0,0.036083121,0.0,0.051122976,0.0,0.0,0.154986524,0.070667384,0.12643923,0.0,0.0,0.067886994,0.0,0.0,0.097229749,0.058919469,0.0,0.0,0.068656765,0.0,0.100026519
MB-4908,0.0,0.072898365,0.052125832,0.0,0.033035941,0.312699378,0.0,0.148271149,0.0,0.0,0.068096568,0.0,0.009576315,0.117032645,0.053298263,0.010817782,0.0,0.004294058,0.0,0.117853704,0.0,0.0
MB-4911,0.0,0.106846598,0.145990827,0.098226877,0.190802939,0.0,0.0,0.000536397,0.006640855,0.020711701,0.110665355,0.0,0.089826073,0.071802937,0.0,0.01144968,0.018189649,0.0,0.0,0.128310113,0.0,0.0
MB-4912,0.0,0.087960563,0.117770461,0.133813103,0.0,0.0,0.163863813,0.080207506,0.02200267,0.0,0.0,0.0,0.0,0.0,0.024002034,0.09280641,0.052063578,0.003241685,0.0,0.125834706,0.045858494,0.050574976
MB-4925,0.019318793,0.03300896,0.096570075,0.044827659,0.115893185,0.0,0.056282719,0.009764207,0.054499817,0.063601789,0.092952723,0.0,0.016017946,0.0,0.028183921,0.06131218,0.049827472,0.056122692,0.0,0.125364494,0.025498164,0.050953202
MB-4928,0.0,0.128023406,0.008375475,0.09515804,0.221698945,0.0,0.090143744,0.0,0.0,0.037843712,0.085630687,0.0,0.044017991,0.016046468,0.059788969,0.096727949,0.049994162,0.029633571,0.0,0.022437889,0.014478991,0.0
MB-4929,0.148205798,0.0,0.023144574,0.029808324,0.0,0.024724797,0.055714981,0.0684214,0.082418098,0.0,0.116113813,0.0,0.040639872,0.081674975,0.088922457,0.005723646,0.041118665,0.0,0.0,0.122709609,0.0,0.070658991
MB-4930,0.0,0.050184821,0.108228197,0.06175617,0.194271572,0.0,0.077545691,0.0,0.006780701,0.085956673,0.05105493,0.0,0.0,0.0,0.037847335,0.076364712,0.024982136,0.025339708,0.0,0.119576108,0.034944935,0.045166311
MB-4931,0.057181839,0.0,0.049889581,0.135206387,0.251200896,0.0,0.038807517,0.058035816,0.0,0.0,0.105551698,0.0,0.039561988,0.0,0.0,0.049285167,0.032902829,0.042447499,0.0,0.081362551,0.048787441,0.00977879
MB-4933,0.154242473,0.0,0.127769907,0.007019827,0.160906024,0.0,0.113343225,0.0,0.083558132,0.102658366,0.049715328,0.0,0.0,0.015261835,0.042013616,0.0,0.072591031,0.0,0.0,0.024183802,0.0,0.046736435
MB-4934,0.0,0.092111297,0.142897991,0.175785599,0.167773141,0.0,0.012182809,0.005681215,0.0,0.0,0.0,0.0880671,0.094091952,0.029968161,0.054793105,0.0,0.013228779,0.0,0.096989504,0.0,0.026429346,0.0
MB-4935,0.114515227,0.0,0.088224041,0.074517186,0.093556858,0.0,0.100046067,0.038409462,0.0,0.074557015,0.073549432,0.0,0.039442048,0.009753257,0.0,0.009537977,0.060707826,0.034677812,0.116759819,0.022975421,0.040478437,0.008292115
MB-4937,0.0,0.0,0.0,0.054744765,0.0,0.0,0.047112177,0.154817454,0.0,0.003323566,0.0,0.027712634,0.079641684,0.0,0.099625184,0.0,0.156122183,0.082570943,0.123842328,0.052186182,0.036659622,0.081641279
MB-4938,0.003705854,0.000960001,0.136301996,0.149806967,0.0,0.0,0.015605251,0.209795295,0.021460193,0.0,0.045555089,0.0,0.003776601,0.137534018,0.089216819,0.0,0.041363695,0.099289965,0.009591225,0.0,0.0,0.036037031
MB-4941,0.0,0.11952108,0.064095796,0.090336159,0.190228096,0.0,0.075644177,0.0,0.0,0.076933252,0.046798594,0.0,0.023715291,0.095757298,0.032258412,0.0,0.0,0.0125196,0.059801191,0.018405391,0.093985662,0.0
MB-4942,0.0,0.0212245,0.093021699,0.134591083,0.094333996,0.0,0.111007961,0.011424683,0.0,0.014028792,0.106123229,0.0,0.04697678,0.014605267,0.0659403,0.043596336,0.0,0.033026341,0.103090574,0.0,0.0,0.107008458
MB-4944,0.0,0.143405917,0.044322726,0.039972357,0.113701305,0.0,0.0,0.056134747,0.039144678,0.0,0.0,0.138426944,0.0,0.04113147,0.022076774,0.0,0.019128023,0.063482835,0.16383475,0.0,0.041919574,0.073317901
MB-4945,0.0,0.156337089,0.053763671,0.130682805,0.0,0.020397001,0.082631415,0.086174158,0.0,0.0,0.165482813,0.0,0.016407976,0.0,0.083755605,0.0,0.0,0.0,0.0,0.121054149,0.083313319,0.0
MB-4949,0.086549038,0.0,0.0,0.0,0.010406229,0.239727382,0.07971057,0.036593247,0.0,0.0,0.170329328,0.0,0.0,0.0,0.060992758,0.06675477,0.090049899,0.026922808,0.0,0.114276883,0.017687088,0.0
MB-4950,0.04937235,0.053888417,0.004550699,0.0,0.0,0.265512731,0.0,0.05168518,0.0,0.053638672,0.155408019,0.0,0.019964839,0.116937565,0.022313135,0.064877069,0.0,0.026963831,0.0,0.114887495,0.0,0.0
MB-4952,0.128650842,0.0,0.08448276,0.0,0.130130583,0.0,0.380915324,0.0,0.0,0.0,0.162798659,0.0,0.016347091,0.000249248,0.024897495,0.002000533,0.0,0.0,0.050301654,0.0,0.0,0.019225809
MB-4956,0.0,0.086518346,0.0,0.06297817,0.079353918,0.0,0.0,0.091223146,0.0,0.122611942,0.0,0.134025729,0.0,0.0,0.0,0.049635383,0.111156738,0.040310484,0.0,0.181157632,0.027128963,0.013899549
MB-4957,0.0,0.108746446,0.059480389,0.084813858,0.0,0.094938652,0.076186601,0.089844935,0.0,0.0,0.0,0.067407241,0.020444911,0.066787032,0.052896288,0.0,0.113899385,0.011489308,0.130604881,0.0,0.022460073,0.0
MB-4959,0.052197363,0.017186791,0.0,0.0,0.0,0.177343336,0.039393246,0.0,0.093853212,0.124937373,0.136668731,0.0,0.0,0.030110682,0.0,0.112785985,0.0,0.0,0.0,0.141004998,0.043050172,0.03146811
MB-4961,0.004519683,0.00852883,0.115918107,0.090632089,0.111484212,0.0,0.035543513,0.056572184,0.008719501,0.0,0.114432614,0.026974565,0.093262709,0.066828826,0.036556564,0.0,0.058120594,0.005393985,0.127661381,0.0,0.038850644,0.0
MB-4962,0.15127615,0.0,0.125856982,0.006180255,0.05518659,0.0,0.114877196,0.005426202,0.0,0.030020555,0.0,0.120303606,0.0,0.070887285,0.0,0.0,0.073919045,0.012829119,0.233237014,0.0,0.0,0.0
MB-4965,0.0,0.027290252,0.120119191,0.177202362,0.032734414,0.0,0.064533685,0.090568819,0.0,0.0,0.043071559,0.062839795,0.110333527,0.061626792,0.062213117,0.0,0.032128152,0.018577451,0.08344668,0.0,0.013314203,0.0
MB-4966,0.0,0.110769717,0.0,0.0,0.0,0.193041258,0.104685838,0.0,0.0,0.0,0.061270809,0.0,0.049776225,0.0,0.003417778,0.050687338,0.127536561,0.07037254,0.046914352,0.148641742,0.000622544,0.032263297
MB-4967,0.034538301,0.055892005,0.0,0.033916335,0.184773873,0.0,0.185226072,0.0,0.016961695,0.037673026,0.046706095,0.0,0.0,0.0,0.054130412,0.078528606,0.024957969,0.134656449,0.0,0.082559,0.0,0.029480161
MB-4968,0.162974819,0.0,0.092167968,0.145930476,0.141388715,0.0,0.0,0.053651657,0.0,0.0,0.043961054,0.0,0.0,0.034498959,0.043557893,0.0,0.115783601,0.0,0.0,0.107533917,0.014401665,0.044149277
MB-4969,0.040820836,0.025591677,0.134472461,0.116570234,0.159711261,0.0,0.087989427,0.017851858,0.0,0.004333781,0.008168161,0.0,0.0,0.0,0.020679558,0.022121235,0.022095419,0.1027289,0.0,0.082391016,0.089798056,0.06467612
MB-4970,0.038789153,0.073822207,0.0,0.087120883,0.259521941,0.0,0.0,0.07229026,0.0,0.109510352,0.0,0.038449718,0.0,0.020129515,0.0,0.0,0.080442763,0.022476089,0.101933494,0.03941342,0.056100204,0.0
MB-4974,0.0,0.009276849,0.080387778,0.076849332,0.122517749,0.0,0.313275972,0.004113291,0.0,0.0,0.079416947,0.028606614,0.0,0.045004436,0.0,0.051350733,0.02022364,0.032336812,0.136639847,0.0,0.0,0.0
MB-4976,0.00793673,0.054749884,0.165700535,0.012170052,0.240245206,0.0,0.126633258,0.0,0.061935517,0.042633886,0.03417263,0.0,0.016279542,0.026913853,0.034717737,0.000464296,0.0,0.006655965,0.06395181,0.020234852,0.059348519,0.025255728
MB-4977,0.0,0.0,0.086065936,0.087694195,0.185326878,0.0,0.067377696,0.0,0.082002479,0.014695873,0.133250359,0.0,0.047342126,0.067402961,0.038167616,0.0,0.0,0.024428193,0.138206165,0.0,0.02803952,0.0
MB-4978,0.059641685,0.0,0.155414076,0.068044405,0.267805421,0.0,0.059551002,0.037243558,0.018314437,0.009307729,0.0,0.0,0.0,0.0,0.0,0.029427488,0.03705519,0.029109063,0.0,0.094741922,0.078672047,0.055671976
MB-4981,0.025751535,0.0,0.117636975,0.044261547,0.0,0.29540178,0.140765521,0.080089389,0.0,0.0,0.0,0.010842366,0.068547573,0.08731465,0.054502794,0.0,0.043442256,0.00914951,0.022294104,0.0,0.0,0.0
MB-4982,0.040286462,0.056490262,0.074185712,0.11857106,0.043638693,0.0,0.030900335,0.045906857,0.046374983,0.0,0.107072662,0.0,0.091209647,0.113852265,0.008585191,0.065893645,0.004216481,0.01917643,0.080549373,0.007873702,0.0,0.04521624
MB-4986,0.0,0.065191273,0.017988883,0.063656533,0.0,0.074901012,0.026859868,0.068891881,0.0,0.0,0.110784056,0.0,0.117342192,0.0,0.079785307,0.102739984,0.007257418,0.077466703,0.073210276,0.069024964,0.04489965,0.0
MB-4987,0.0,0.113289724,0.138775327,0.010155038,0.0,0.030886279,0.033010817,0.034512842,0.0,0.0,0.114856211,0.0,0.114366376,0.0,0.027330226,0.003347432,0.09236464,0.0,0.0,0.122804013,0.084972774,0.079328301
MB-4991,0.107420446,0.0,0.09475792,0.010057694,0.170041572,0.0,0.0,0.011821945,0.033597617,0.010879479,0.060394952,0.0,0.0,0.174176391,0.0,0.120527778,0.039612165,0.0,0.0,0.16671204,0.0,0.0
MB-4992,0.0,0.045855369,0.142916583,0.220022501,0.114821599,0.0,0.094855272,0.02689164,0.002720147,0.0,0.0,0.0,0.0,0.04115247,0.0,0.053654932,0.095945062,0.0,0.0,0.071733942,0.084249181,0.005181302
MB-4993,0.0,0.015246823,0.0,0.283047096,0.024200957,0.0,0.12760321,0.099729667,0.027241396,0.0,0.041779272,0.014352639,0.029148298,0.083180275,0.0,0.028180102,0.025284657,0.058344867,0.110825068,0.031835673,0.0,0.0
MB-4994,0.036255049,0.043135633,0.097913863,0.017973201,0.202038674,0.0,0.090970034,0.0,0.0,0.0,0.124997566,0.0,0.062921511,0.02201917,0.0,0.0,0.022086303,0.072479638,0.146797397,0.0,0.040642205,0.019769755
MB-4996,0.0,0.164260893,0.162160187,0.006818525,0.204796101,0.0,0.028393203,0.055948852,0.015228524,0.030598646,0.115532861,0.0,0.0,0.007792893,0.0,0.015965733,0.017007849,0.060688224,0.0,0.093961261,0.0,0.020846248
MB-4998,0.107455606,0.0,0.130960821,0.135379484,0.094356736,0.0,0.0,0.022852564,0.017690459,0.0,0.087448622,0.0,0.074083823,0.012212143,0.021062954,0.06196775,0.123627137,0.0,0.045861976,0.04133824,0.023701685,0.0
MB-4999,0.083989425,0.0,0.041676497,0.080070074,0.102906495,0.0,0.117821298,0.103512725,0.036788393,0.012519133,0.074479272,0.0,0.0,0.0,0.081792794,0.029283662,0.102968784,0.0,0.065252,0.0,0.0,0.066939447
MB-5001,0.0,0.0,0.0,0.087741945,0.165696131,0.0,0.17291392,0.008224622,0.0,0.06914143,0.063256772,0.0,0.120507702,0.0,0.060492335,0.0,0.089516635,0.042405314,0.0,0.115435422,0.0,0.004667773
MB-5004,0.0,0.103790184,0.152429612,0.0,0.373644786,0.0,0.012956214,0.0,0.005870925,0.037626812,0.101210861,0.0,0.025224473,0.0,0.029843145,0.0,0.0,0.002617232,0.0,0.121672986,0.028803416,0.004309355
MB-5008,0.0,0.128774861,0.061749135,0.0,0.062276679,0.0,0.093362279,0.0,0.111095277,0.0,0.221333032,0.0,0.058122846,0.0,0.058999913,0.038917262,0.072527109,0.0,0.0,0.00911983,0.042552388,0.041169388
MB-5011,0.132339654,0.0,0.10774272,0.079620593,0.136671702,0.0,0.106477046,0.0,0.0,0.037427572,0.075705725,0.0,0.043670161,0.0,0.012848678,0.054698115,0.10796732,0.004572823,0.065031592,0.0,0.015199261,0.020027037
MB-5013,0.127037276,0.0,0.089480224,0.093472108,0.088326254,0.0,0.00647265,0.161655751,0.0,0.0,0.022868415,0.050635143,0.010359228,0.0,0.0,0.052419484,0.107701957,0.030006022,0.0,0.033979336,0.051470821,0.074115329
MB-5014,0.018952791,0.071483824,0.081241189,0.083201129,0.0,0.031293215,0.034427286,0.053030177,0.031403412,0.0,0.153191806,0.0,0.059779169,0.0,0.04864866,0.091108647,0.037564517,0.058234841,0.0,0.140118988,0.0,0.00632035
MB-5015,0.0,0.132540198,0.110694825,0.148854247,0.093305544,0.0,0.147726367,0.0,0.0,0.0,0.062453913,0.0,0.033314679,0.023251241,0.0,0.063856723,0.0,0.0,0.018522694,0.060326621,0.023042458,0.082110489
MB-5017,0.08203376,0.0,0.057230778,0.115962545,0.028588578,0.0,0.0,0.182547476,0.024586823,0.0,0.0,0.088853738,0.063925516,0.131476779,0.058282375,0.0,0.0,0.034343446,0.09967133,0.0,0.0,0.032496856
MB-5018,0.0,0.078002538,0.065884466,0.110478408,0.151969832,0.0,0.095903518,0.008987241,0.0,0.0,0.081700909,0.0,0.033102177,0.040251769,0.033779808,0.059373465,0.067379306,0.043075206,0.036230462,0.030127621,0.057110836,0.006642436
MB-5019,0.002985601,0.0,0.209134719,0.0,0.0,0.234020704,0.0,0.113956979,0.013809833,0.070425262,0.0,0.081072148,0.0,0.009559816,0.003201306,0.011492202,0.0,0.059356784,0.077490546,0.0,0.006286459,0.107207642
MB-5020,0.0,0.011101035,0.143390452,0.116924342,0.205813179,0.0,0.009686663,0.061143139,0.0,0.004141002,0.066892251,0.0,0.0,0.0,0.02748531,0.03757332,0.119936325,0.059089245,0.045580489,0.017511431,0.0,0.073731818
MB-5022,0.037731778,0.013962202,0.0,0.075183479,0.0,0.0,0.088859856,0.045802387,0.0,0.0,0.09573171,0.070499429,0.071297107,0.063844043,0.114973398,0.0,0.041941478,0.0,0.182807993,0.0,0.0,0.09736514
MB-5027,0.141609638,0.0,0.131663646,0.131668856,0.0,0.0,0.0,0.134723494,0.0,0.0,0.0,0.098095411,0.0,0.001651204,0.0,0.0,0.047883497,0.041528823,0.16519769,0.0,0.0,0.105977741
MB-5033,0.045600558,0.0,0.132124424,0.069021461,0.195441371,0.0,0.070116517,0.0,0.029152961,0.131187954,0.029293464,0.0,0.0,0.0,0.020701816,0.11555056,0.064679759,0.0,0.055826455,0.00205236,0.0,0.039250339
MB-5035,0.054412935,0.0,0.0,0.027060256,0.0,0.224536166,0.00768816,0.027479995,0.03245779,0.10805523,0.0,0.054826383,0.0,0.079401105,0.107022814,0.079851704,0.0,0.0,0.197207462,0.0,0.0,0.0
MB-5039,0.010192212,0.0,0.118853232,0.098271319,0.092700149,0.0,0.202625222,0.046986214,0.0,0.177154931,0.0,0.0,0.016947834,0.050534038,0.071028,0.0,0.041976733,0.041714489,0.018385531,0.0,0.0,0.012630096
MB-5040,0.163723855,0.0,0.178439014,0.057179465,0.062214141,0.0,0.02749191,0.0,0.065248564,0.0,0.159593156,0.0,0.0,0.015683167,0.038126239,0.039701041,0.0,0.035631697,0.0,0.07598181,0.011564914,0.069421028
MB-5041,0.195401292,0.0,0.0,0.068657122,0.0,0.054263549,0.0,0.016938835,0.084588168,0.0,0.0,0.065137649,0.05569155,0.138082093,0.042453275,0.0,0.079702015,0.0,0.189594322,0.0,0.009490129,0.0
MB-5043,0.017655118,0.058423203,0.091025242,0.085932514,0.146261096,0.0,0.176707912,0.01744121,0.0,0.053580146,0.033561777,0.0,0.027090704,0.035513567,0.037974327,0.040804941,0.028779073,0.044834317,0.080251047,0.0,0.0,0.024163808
MB-5044,0.054543001,0.003886242,0.186258574,0.0,0.129747772,0.0,0.126373211,0.04585224,0.004050894,0.205793267,0.0,0.03100849,0.024036235,0.078771754,0.0,0.009993006,0.0,0.023840696,0.043228282,0.0,0.032616336,0.0
MB-5045,0.002525454,0.016793988,0.094518558,0.042223801,0.163941762,0.0,0.134197835,0.0,0.073661907,0.107656181,0.0,0.0,0.00755412,0.0,0.038808659,0.090446432,0.070169755,0.0,0.0,0.0,0.149122153,0.008379394
MB-5048,0.071551366,0.04487986,0.117822158,0.017691928,0.21016767,0.0,0.037491116,0.0,0.009084139,0.041391862,0.0618617,0.0,0.016236859,0.124979491,0.037425744,0.0,0.061891672,0.033165526,0.098714134,0.0,0.015644776,0.0
MB-5049,0.0,0.250419289,0.029655402,0.086937002,0.228909588,0.0,0.017113936,0.0,0.030981896,0.066624196,0.080300662,0.0,0.039356039,0.00881838,0.0,0.0,0.0,0.02686834,0.0,0.061169882,0.072845389,0.0
MB-5050,0.0,0.027475075,0.081694844,0.144774964,0.130475367,0.0,0.096248672,0.0,0.0,0.010659944,0.048925414,0.0,0.0,0.0,0.062674105,0.125827162,0.077513645,0.005694356,0.104228032,0.0,0.042046603,0.041761816
MB-5052,0.123094364,0.0,0.004607409,0.255863258,0.000749728,0.0,0.046056015,0.13282439,0.0,0.0,0.0,0.033708262,0.054802666,0.060110024,0.014630484,0.0,0.00838626,0.047483005,0.13367369,0.0,0.028090849,0.055919598
MB-5053,0.080104449,0.004776608,0.186307357,0.058312129,0.122300021,0.0,0.039221687,0.163189969,0.022642886,0.0,0.068807847,0.0,0.001718409,0.0,0.0,0.093100922,0.070005652,0.032221739,0.0,0.055780594,0.001509732,0.0
MB-5054,0.0,0.052920746,0.068179559,0.0,0.0,0.190381671,0.0,0.025730506,0.007185193,0.0,0.280866127,0.0,0.0,0.0,0.045214588,0.0,0.085222115,0.031766012,0.0,0.15509635,0.057437132,0.0
MB-5057,0.0,0.086174973,0.073793108,0.072680075,0.202601357,0.0,0.133753099,0.023448641,0.0,0.0,0.060089355,0.0,0.041748967,0.084036281,0.0,0.054324809,0.085928879,0.0,0.0,0.060917918,0.014076601,0.006425939
MB-5058,0.07444208,0.0,0.053488076,0.0210961,0.226475238,0.0,0.072339173,0.0,0.051090299,0.015456034,0.142267554,0.006645339,0.0,0.076143334,0.0,0.104626048,0.0,0.003926524,0.121615547,0.0,0.0,0.030388655
MB-5059,0.03477163,0.037476268,0.096444067,0.019737827,0.206556127,0.0,0.091336222,0.0,0.0,0.0,0.122231966,0.0,0.069881812,0.01689488,0.0,0.0,0.01981809,0.072890812,0.151752465,0.0,0.039726371,0.020481463
MB-5060,0.0,0.114230217,0.131712168,0.016011219,0.191276503,0.0,0.000480168,0.110678565,0.0,0.017716622,0.104180713,0.0,0.0,0.0,0.005032856,0.085068645,0.069621361,0.004471543,0.090668195,0.0,0.000220112,0.058631112
MB-5061,0.048580136,0.0,0.027614836,0.213827713,0.003536508,0.008621948,0.109920883,0.0,0.0,0.022865973,0.0,0.040316781,0.013385543,0.001901967,0.046982787,0.051120592,0.113239437,0.0,0.214140305,0.0,0.0,0.08394459
MB-5062,0.059961926,0.0,0.108442826,0.123880881,0.0,0.0,0.021798143,0.231810226,0.0,0.0,0.010186082,0.098284041,0.0,0.0,0.024022472,0.09273628,0.011457473,0.029954477,0.11791272,0.0,0.0,0.069552452
