submitter,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils
MB-0470,0.027473434,0.0,0.180764836,0.114080536,0.157164667,0.0,0.022609387,0.103649681,0.0,0.07989222,0.0,0.055433691,0.026644272,0.033625813,0.0,0.0,0.026799158,0.052273949,0.027440487,0.0,0.092147868,0.0
MB-0471,0.0,0.1159163,0.05366495,0.115674188,0.0,0.046312709,0.060202813,0.109737601,0.0,0.0,0.006029895,0.067097358,0.003225328,0.099748543,0.025707853,0.0,0.074859823,0.0,0.103503296,0.0,0.0,0.118319343
MB-0472,0.057432787,0.093275572,0.110978412,0.0,0.031895823,0.01615182,0.128239086,0.022424545,0.0,0.0,0.189536527,0.0,0.078618799,0.089963463,0.047255519,0.005956289,0.07860473,0.0,0.026912033,0.0,0.022754595,0.0
MB-0474,0.064320269,0.0,0.0,0.028714675,0.0,0.225169308,0.0,0.030575496,0.031602829,0.111517635,0.0,0.054950138,0.0,0.08836548,0.094475153,0.082196263,0.0,0.0,0.188112754,0.0,0.0,0.0
MB-0475,0.11625687,0.0,0.0,0.203443058,0.0,0.058960096,0.019442914,0.045230723,0.052274903,0.0,0.0,0.124526246,0.0,0.081128388,0.076862683,0.0,0.0,0.027331125,0.119644061,0.0,0.039117329,0.035781603
MB-0476,0.0,0.085487345,0.090397299,0.164985187,0.018165914,0.002638345,0.0,0.0,0.082631292,0.0,0.247817777,0.0,0.021230487,0.0,0.049674108,0.039976475,0.068019782,0.0,0.0,0.128975989,0.0,0.0
MB-0478,0.071281657,0.065521337,0.09398656,0.0,0.15432886,0.0,0.0,0.0,0.000260671,0.080512304,0.197517245,0.0,0.071169538,0.032730848,0.066571472,0.061459434,0.051155184,0.0,0.0,0.053504892,0.0,0.0
MB-0479,0.0,0.128304217,0.056634267,0.120468445,0.0,0.112992931,0.035693693,0.058283044,0.0,0.0,0.083215746,0.0,0.075012909,0.0,0.054133559,0.029518475,0.087249332,0.0,0.030004867,0.086067631,0.042420884,0.0
MB-0480,0.081053802,0.0,0.144370832,0.080477276,0.143974971,0.0,0.104959245,0.038483638,0.0,0.030295227,0.115051049,0.0,0.0,0.0,0.0,0.023408655,0.070404097,0.072404786,0.081323759,0.0,0.013792663,0.0
MB-0481,0.0,0.179048898,0.020918192,0.0,0.18072113,0.0,0.0,0.0,0.070891882,0.028315405,0.144934065,0.0,0.0,0.103662531,0.074299187,0.0,0.108765674,0.0,0.0,0.037603526,0.050839511,0.0
MB-0482,0.04811615,0.062685188,0.129801121,0.106628485,0.096980882,0.0,0.072315324,0.035667421,0.00550581,0.037741931,0.058053925,0.0,0.057622953,0.029630777,0.046771253,0.0,0.076765987,0.053776239,0.0,0.037217863,0.031101013,0.013617679
MB-0483,0.149445076,0.0,0.12923475,0.159621503,0.0,0.0,0.016998762,0.133691638,0.0,0.002302041,0.0,0.099301835,0.027740678,0.112891388,0.029853548,0.0,0.051326383,0.023596657,0.046589594,0.007601845,0.009804302,0.0
MB-0484,0.112991212,0.0,0.077098976,0.026462599,0.0,0.100217185,0.007625754,0.030701263,0.0,0.0,0.0,0.166053168,0.012645241,0.156930607,0.049034093,0.0,0.040302192,0.03489343,0.185044278,0.0,0.0,0.0
MB-0485,0.137455592,0.0,0.162159816,0.133169492,0.159711866,0.0,0.092053302,0.0,0.0,0.0,0.077051191,0.0,0.019776401,0.0,0.05088773,0.060100886,0.015403273,0.022309498,0.0,0.067545208,0.0,0.002375743
MB-0486,0.0,0.051625181,0.0,0.07294296,0.16870118,0.0,0.034990285,0.160943477,0.0,0.010556084,0.062566985,0.0,0.107594653,0.109144719,0.036207198,0.0,0.022709724,0.022623374,0.13939418,0.0,0.0,0.0
MB-0487,0.081324372,0.0,0.120841537,0.042755163,0.185137799,0.0,0.05899331,0.034007535,0.077963062,0.050142737,0.017319345,0.0,0.0,0.004570286,0.02770101,0.054777293,0.076734319,0.0,0.0,0.072630909,0.062008337,0.033092985
MB-0488,0.0,0.0,0.0,0.069365306,0.149948706,0.0,0.06698444,0.058314904,0.0,0.072365607,0.0,0.1165288,0.027986383,0.092631875,0.0,0.0,0.111573139,0.01539453,0.167739206,0.0,0.051167104,0.0
MB-0489,0.166565253,0.0,0.0,0.132681628,0.0,0.0,0.175455269,0.048061475,0.0,0.005789427,0.0,0.032587728,0.156581558,0.031169751,0.098339678,0.0,0.0,0.0,0.114630488,0.0,0.038137746,0.0
MB-0490,0.0,0.064438025,0.111866959,0.017085171,0.125463804,0.0,0.066765527,0.0,0.036360747,0.060936776,0.032562294,0.0,0.110903624,0.040047505,0.0,0.07431277,0.104213847,0.005557125,0.0,0.149485826,0.0,0.0
MB-0491,0.06551963,0.044892817,0.018458623,0.031370106,0.161652071,0.0,0.124716765,0.005650518,0.031857651,0.0,0.123814194,0.0,0.0,0.0,0.0,0.119028744,0.040101034,0.054535929,0.120564144,0.0,0.0,0.057837774
MB-0492,0.010399443,0.056287249,0.162707921,0.011886149,0.231259718,0.0,0.123789911,0.0,0.066968758,0.042383164,0.036000755,0.0,0.016214773,0.030139588,0.034551074,0.000700736,0.0,0.006990886,0.06358747,0.020825938,0.059838889,0.025467577
MB-0494,0.0,0.074708916,0.086435197,0.054174345,0.133305228,0.0,0.056256202,0.0,0.0265068,0.072525593,0.115476685,0.0,0.012166977,0.070555958,0.041490413,0.0,0.067584418,0.032686225,0.040263601,0.05845286,0.057410583,0.0
MB-0495,0.0,0.058951947,0.0,0.0,0.0,0.124837814,0.084694285,0.019729621,0.086454475,0.0,0.117173215,0.0,0.08882886,0.022715975,0.007018416,0.081192875,0.003726455,0.12538957,0.006123366,0.094898796,0.074792984,0.003471344
MB-0496,0.081535715,0.0,0.118317802,0.04402623,0.185108385,0.0,0.057949941,0.033214523,0.078402766,0.051713054,0.017787118,0.0,0.0,0.00455464,0.028940061,0.054648345,0.078350782,0.0,0.0,0.074371767,0.059595843,0.031483027
MB-0497,0.056539997,0.037961455,0.0,0.047664038,0.0,0.0,0.049437843,0.11784116,0.0,0.105663912,0.0,0.11270044,0.054739598,0.00409603,0.076056619,0.053354624,0.052087454,0.047651954,0.070362041,0.003506751,0.0,0.110336085
MB-0499,0.039138113,0.056823599,0.0,0.0,0.0,0.371418383,0.0,0.068929631,0.0,0.0,0.132200121,0.027117746,0.016525432,0.136695971,0.031746204,0.02379076,0.0,0.0,0.0,0.09561404,0.0,0.0
MB-0500,0.090369252,0.0,0.078751665,0.077686757,0.139960172,0.0,0.001413268,0.14205723,0.0,0.0,0.106929454,0.0,0.071670089,0.0,0.002466271,0.062169937,0.093661343,0.0,0.079728184,0.048473861,0.0,0.004662516
MB-0501,0.05403141,0.0,0.034047981,0.093607048,0.0,0.121198604,0.0,0.111513433,0.0,0.0,0.0,0.097316521,0.005590348,0.0,0.056195488,0.0,0.084188513,0.019668947,0.17515215,0.0,0.0,0.147489556
MB-0502,0.066760214,0.023461552,0.144983479,0.223992124,0.0,0.0,0.0,0.113005653,0.0,0.035507218,0.020199671,0.054931908,0.0,0.016878215,0.115803809,0.0,0.12154804,0.0,0.026884107,0.0,0.033365475,0.002678534
MB-0503,0.0,0.0,0.074366887,0.043517974,0.0,0.20897375,0.0,0.044170873,0.00371095,0.061195801,0.0,0.081090268,0.037206868,0.094934866,0.023494464,0.0,0.136570892,0.015327978,0.175438431,0.0,0.0,0.0
MB-0504,0.115177783,0.0,0.078240297,0.021325311,0.0,0.098805022,0.008892322,0.032107985,0.0,0.0,0.0,0.167812441,0.01425019,0.155616339,0.048137535,0.0,0.038555659,0.036896012,0.184183104,0.0,0.0,0.0
MB-0505,0.051670716,0.0,0.085456953,0.0,0.0,0.107890877,0.063511176,0.089811612,0.054001006,0.0,0.0,0.154600646,0.073130923,0.121755457,0.023665074,0.0,0.0,0.0,0.143633486,0.0,0.030872073,0.0
MB-0506,0.0,0.173159701,0.0,0.0,0.0,0.129153876,0.151934808,0.042423567,0.0,0.0,0.117124995,0.0,0.046397824,0.0,0.0,0.006125539,0.083643394,0.077860032,0.0,0.100177946,0.027831589,0.044166728
MB-0507,0.040607608,0.0,0.192834885,0.026978773,0.210087327,0.0,0.0,0.0,0.002178432,0.0,0.130341612,0.0,0.077448321,0.056142873,0.064842682,0.030105824,0.0,0.078929793,0.061489357,0.011624599,0.01381931,0.002568601
MB-0508,0.0,0.080576246,0.0,0.0,0.0,0.187377507,0.020996577,0.077529054,0.0,0.080242647,0.0,0.130890507,0.0,0.042071547,0.029647423,0.0,0.072502866,0.074589825,0.174837562,0.0,0.0,0.02873824
MB-0509,0.155371079,0.0,0.115226069,0.023204316,0.0,0.070690056,0.020408616,0.111637849,0.0,0.070486806,0.0,0.071742388,0.0,0.045593688,0.105989398,0.0,0.030652485,0.0,0.146064721,0.0,0.03293253,0.0
MB-0510,0.073368305,0.0,0.120411134,0.066656033,0.114251569,0.0,0.083995696,0.0,0.00350829,0.043091933,0.097986754,0.0,0.054017328,0.0,0.001073773,0.11234328,0.102194421,0.0,0.078291092,0.0,0.020092735,0.028717656
MB-0511,0.0521077,0.0,0.087547205,0.0,0.0,0.101490073,0.065935832,0.088924187,0.054378758,0.0,0.0,0.157676717,0.068481098,0.124904829,0.024120514,0.0,0.0,0.0,0.145495197,0.0,0.02893789,0.0
MB-0512,0.154756093,0.0,0.123398402,0.026766203,0.0,0.062078726,0.015954397,0.11911396,0.0,0.067255719,0.0,0.072511681,0.0,0.048347795,0.097242722,0.0,0.028131959,0.0,0.148371805,0.0,0.036070537,0.0
MB-0513,0.0,0.091632642,0.046023113,0.0,0.0,0.194571927,0.038209642,0.028497566,0.0,0.0,0.107859834,0.0,0.048765515,0.0,0.052874922,0.103238626,0.101348162,0.064198514,0.0,0.091134785,0.026554559,0.005090193
MB-0514,0.0,0.095954273,0.091513222,0.148327344,0.026598957,0.0,0.086926939,0.0,0.053992347,0.0,0.091346866,0.0,0.026389005,0.044505413,0.062822648,0.020256775,0.0,0.0,0.179883165,0.0,0.00735982,0.064123226
MB-0516,0.0,0.082640993,0.014476347,0.236552308,0.0,0.0,0.039388129,0.0,0.0,0.0,0.0,0.020555018,0.136404069,0.120928334,0.063001262,0.0,0.016872707,0.169250229,0.058674619,0.041255986,0.0,0.0
MB-0517,0.018846455,0.007402935,0.043663434,0.13804756,0.0,0.0,0.0,0.159480253,0.0,0.0,0.0,0.107920959,0.0,0.014110797,0.083702537,0.010034783,0.137628154,0.040019744,0.15905536,0.0,0.04206759,0.038019439
MB-0519,0.116072307,0.0,0.0,0.049559967,0.0,0.287903073,0.0,0.0,0.0,0.0,0.0,0.089294542,0.018122762,0.06177555,0.087347393,0.0,0.073613354,0.019132618,0.12399496,0.0,0.0,0.073183473
MB-0521,0.168837153,0.0,0.001255356,0.069150213,0.129700726,0.0,0.141402839,0.075199262,0.0,0.0,0.048257559,0.0,0.0,0.131625543,0.0,0.0,0.079304584,0.0,0.084024423,0.0,0.071242341,0.0
MB-0522,0.024207047,0.088754851,0.162263676,0.130421236,0.164801223,0.0,0.031044333,0.030222451,0.0,0.0,0.109241602,0.0,0.034800863,0.0,0.0,0.083472392,0.018321303,0.016671474,0.003789115,0.067033237,0.034955197,0.0
MB-0524,0.0,0.081879507,0.071210202,0.0,0.231396494,0.0,0.015307975,0.059902082,0.075647779,0.099477032,0.09715656,0.0,0.0,0.0,0.016321774,0.058054495,0.056527884,0.048223233,0.0,0.064643166,0.024251819,0.0
MB-0525,0.0,0.205463148,0.000921035,0.238706364,0.020667285,0.0,0.08786559,0.049094283,0.0,0.0,0.069197638,0.0,0.104011464,0.044745532,0.0,0.0,0.0,0.075324276,0.042691806,0.0,0.0,0.061311581
MB-0526,0.028826007,0.039133519,0.139487742,0.103282259,0.141715587,0.0,0.095163274,0.000274595,0.085938648,0.0,0.040041101,0.0,0.0,0.0,0.0,0.013866032,0.100553535,0.01587632,0.0,0.111897034,0.034215884,0.049728465
MB-0527,0.0,0.024479574,0.006078844,0.0,0.0,0.201555357,0.0,0.0,0.139466493,0.0,0.148880664,0.0,0.0,0.0,0.0,0.0,0.121833987,0.041260509,0.0,0.292441521,0.0,0.024003051
MB-0528,0.190588425,0.0,0.001591367,0.0,0.201273914,0.0,0.0,0.136412834,0.0,0.217480598,0.0,0.0,0.0,0.0,0.078256937,0.0,0.0,0.038719287,0.033645554,0.016945359,0.0,0.085085726
MB-0529,0.115937192,0.0,0.077389774,0.023983167,0.0,0.104429686,0.006183943,0.03044929,0.0,0.0,0.0,0.166257109,0.012734451,0.155124249,0.047141234,0.0,0.040652291,0.034863948,0.184853665,0.0,0.0,0.0
MB-0531,0.0,0.072156465,0.02790452,0.037725505,0.116291603,0.0,0.093140571,0.046911781,5.62e-05,0.0,0.156987402,0.007383919,0.045956639,0.054946738,0.0,0.0,0.009242265,0.057976258,0.178148851,0.0,0.060727589,0.034443662
MB-0532,0.011441365,0.099327584,0.0,0.0,0.0,0.232928562,0.0,0.001224715,0.0,0.0,0.239167454,0.0,0.008555309,0.0,0.042973402,0.12664495,0.094119276,0.01571369,0.0,0.075246389,0.004867717,0.047789587
MB-0534,0.022838064,0.0,0.0,0.12549925,0.0,0.0,0.160229286,0.057639059,0.045142505,0.047154518,0.081354458,0.0,0.002241955,0.0,0.016286843,0.071065034,0.108780143,0.039090614,0.0,0.143482805,0.066420722,0.012774743
MB-0535,0.064930742,0.006361158,0.07074235,0.096339054,0.151276763,0.0,0.056566414,0.073076235,0.0,0.08339529,0.006800096,0.0,0.0,0.0,0.0,0.089222675,0.120331881,0.041346779,0.039412481,0.0,0.059417144,0.040780939
MB-0536,0.009975799,0.022883375,0.139049246,0.079661824,0.098510631,0.0,0.112472132,0.006720083,0.092797285,0.0,0.05301796,0.0,0.0,0.0,0.0,0.052111573,0.038925413,0.008897925,0.0,0.223769726,0.050723628,0.0104834
MB-0537,0.0,0.008009961,0.121838902,0.083262353,0.111628772,0.0,0.0,0.043745857,0.100715838,0.0,0.039042346,0.0,0.013149038,0.0,0.009123002,0.025301889,0.16938544,0.026136808,0.025170383,0.104134819,0.072341937,0.047012655
MB-0538,0.137299371,0.0,0.1071979,0.060338456,0.110559144,0.0,0.0,0.003349011,0.0,0.183554223,0.0,0.034983463,0.0,0.117077006,0.050098203,0.0,0.0,0.0,0.100301189,0.0,0.095242033,0.0
MB-0539,0.0,0.10536258,0.0,0.140411617,0.0,0.077551423,0.07619688,0.0,0.096046449,0.0,0.180030907,0.0,0.035909342,0.0,0.044490734,0.028722658,0.077423512,0.0,0.0,0.043070855,0.082691032,0.012092011
MB-0540,0.08223455,0.146141728,0.0,0.162179576,0.096608944,0.0,0.119234917,0.016456472,0.0,0.0,0.109999159,0.0,0.037435841,0.0,0.0,0.066106227,0.094737135,0.017656201,0.0,0.051209252,0.0,0.0
MB-0541,0.113544883,0.0,0.0,0.210973665,0.0,0.043759065,0.086697896,0.021791221,0.0,0.002431721,0.0,0.048884535,0.092625838,0.047581359,0.063258761,0.053287773,0.027911357,0.0,0.115497139,0.0,0.062151467,0.009603319
MB-0542,0.054923935,0.0,0.0,0.175167859,0.0,0.0,0.0,0.226588209,0.0,0.0,0.0,0.101282012,0.059469141,0.038280582,0.075625266,0.0,0.109054155,0.01341764,0.121914661,0.0,0.0,0.02427654
MB-0543,0.040986431,0.031744576,0.098900389,0.0,0.212923942,0.0,0.0,0.037033297,0.017013421,0.0,0.171237093,0.0,0.035463255,0.012803708,0.002522058,0.041897942,0.095395413,0.024268704,0.0,0.177809772,0.0,0.0
MB-0544,0.0,0.122511508,0.171635347,0.083767643,0.191104293,0.0,0.064726586,0.017678875,0.0,0.0,0.062862208,0.0,0.005722023,0.0,0.0,0.031950127,0.013040907,0.078458636,0.0,0.122938132,0.0,0.033603715
MB-0545,0.0,0.0,0.112108088,0.080338656,0.101208243,0.0,0.067434028,0.037424019,0.0,0.083457251,0.124197128,0.0,0.098470903,0.06895487,0.044969712,0.0,0.014065655,0.031521243,0.095545095,0.0,0.008979313,0.031325796
MB-0546,0.106896341,0.0,0.07952465,0.025797301,0.0,0.106554914,0.007287267,0.032458582,0.008508414,0.0,0.0,0.1592227,0.010095881,0.158235239,0.047299419,0.0,0.040173283,0.033857772,0.184088237,0.0,0.0,0.0
MB-0547,0.0,0.241479167,0.041961868,0.044707238,0.0,0.0,0.005206772,0.029547656,0.066790258,0.0,0.127832845,0.0,0.018636659,0.0,0.066954101,0.099784902,0.091720926,0.0,0.0,0.165377607,0.0,0.0
MB-0549,0.0,0.0,0.119867993,0.131682301,0.134499335,0.0,0.013482219,0.031151319,0.011503448,0.093942518,0.097430538,0.0,0.014781443,0.078724671,0.028153055,0.0,0.044386169,0.096573678,0.011059088,0.063601464,0.0,0.02916076
MB-0550,0.081723683,0.03346949,0.061361714,0.090298628,0.110861248,0.0,0.077717138,0.056371865,0.0,0.006928165,0.079425485,0.0,0.0,0.011662271,0.038153369,0.106105251,0.072934255,0.026157743,0.096489633,0.003417547,0.02290464,0.024017876
MB-0551,0.018940538,0.041216582,0.115416273,0.145521725,0.116727665,0.0,0.032474896,0.075671104,0.0,0.0,0.080578129,0.029508516,0.01166851,0.050240834,0.0,0.000320886,0.093812267,0.037115402,0.11829997,0.005839948,0.026646756,0.0
MB-0552,0.150331374,0.0,0.0,0.037332335,0.176743158,0.0,0.039236903,0.09215889,0.0,0.057581582,0.055218299,0.01240768,0.061027445,0.057435221,0.0,0.024075627,0.018430365,0.043805754,0.174215367,0.0,0.0,0.0
MB-0553,0.137318832,0.0,0.05063252,0.0,0.141730109,0.0,0.0,0.055519763,0.0,0.098299437,0.019880636,0.0,0.0,0.0,0.0,0.172560261,0.0,0.077875442,0.0,0.122043086,0.07391633,0.050223584
MB-0554,0.0,0.0,0.0,0.034684829,0.000789734,0.029916275,0.045007725,0.06715619,0.0,0.0,0.183367539,0.0,0.0,0.129516929,0.000223216,0.158122714,0.032525103,0.128480716,0.0,0.190209031,0.0,0.0
MB-0558,0.0,0.051343246,0.062355652,0.14236823,0.096978569,0.0,0.07569887,0.004903807,0.037082742,0.013470486,0.061320924,0.0,0.026423523,0.0,0.050959619,0.061629036,0.210317134,0.0,0.0,0.078144662,0.0270035,0.0
MB-0559,0.015973782,0.0,0.14889973,0.069548201,0.0,0.047773306,0.0,0.0,0.020331382,0.038552499,0.0,0.153881586,0.004573775,0.059545991,0.067518029,0.0,0.056391379,0.038507025,0.15844946,0.0,0.061470079,0.058583777
MB-0564,0.032384961,0.0,0.078739996,0.194100766,0.0,0.0,0.067575825,0.136076639,0.032818896,0.001556649,0.015951105,0.014922876,0.074895714,0.066278887,0.031665908,0.025711979,0.0,0.064218871,0.109771909,0.0,0.053329019,0.0
MB-0568,0.0,0.06753509,0.070567406,0.061778602,0.0,0.16595635,0.087143466,0.0,0.087876666,0.0,0.0,0.081586749,0.058988369,0.024796868,0.013106917,0.0,0.004616917,0.052480285,0.160573913,0.0,0.010176778,0.052815621
MB-0569,0.103673934,0.0,0.0,0.182082482,0.0,0.018592007,0.0,0.032736381,0.012978177,0.004505687,0.0,0.082569284,0.0,0.044007197,0.022555816,0.0,0.123541516,0.070663022,0.187098787,0.004992497,0.110003212,0.0
MB-0570,0.0,0.042708259,0.093983729,0.04765428,0.062999687,0.0,0.129325439,0.05026252,0.0,0.152644493,0.0,0.055906673,0.0,0.047182671,0.036343085,0.00225248,0.070231849,0.035432177,0.169713376,0.0,0.0,0.003359283
MB-0571,0.0,0.163676906,0.036935884,0.0,0.0,0.180158498,0.033701152,0.0,0.006344409,0.000931113,0.215541049,0.0,0.007965135,0.0,0.095910374,0.033248833,0.0,0.0,0.060331566,0.158362163,0.0,0.00689292
MB-0573,0.045416169,0.019769918,0.0,0.139117372,0.177629929,0.0,0.096770382,0.0,0.049222091,0.018122268,0.048399369,0.0,0.061283169,0.049106469,0.013848077,0.054012044,0.031753069,0.034992544,0.05408867,0.03996717,0.048104541,0.01839675
MB-0574,0.0,0.05220458,0.0,0.0,0.045123914,0.173976572,0.060582951,0.05632858,0.0,0.0,0.202833562,0.0,0.012783272,0.0,0.002388195,0.075118215,0.043433541,0.079164505,0.0,0.149551498,0.046510615,0.0
MB-0575,0.0,0.072778717,0.128767583,0.032649281,0.225809311,0.0,0.075454107,0.0,0.027876405,0.052519845,0.093507756,0.0,0.0,0.001945574,0.0,0.103136575,0.0,0.0,0.064677616,0.0,0.093705111,0.02717212
MB-0576,0.045993109,0.043683259,0.0,0.22072927,0.0,0.0,0.0,0.059179066,0.0,0.0,0.0,0.060221995,0.0,0.018277582,0.027716086,0.054072415,0.0,0.136391904,0.215017713,0.0,0.015376549,0.103341052
MB-0577,0.176306429,0.0,0.107982812,0.064144253,0.0,0.0,0.0,0.0,0.012814861,0.0,0.201092625,0.0,0.0,0.096820152,0.018665498,0.026184694,0.018888877,0.083454657,0.0,0.125114075,0.043200298,0.025330769
MB-0578,0.0,0.039046125,0.065559585,0.134729029,0.0,0.0,0.006150538,0.200363386,0.008721639,0.0,0.0,0.106923351,0.004530909,0.14110989,0.0,0.0,0.0,0.087781316,0.096788475,0.0,0.08629505,0.022000708
MB-0579,0.040015859,0.112109254,0.001542688,0.0,0.003494147,0.29437,0.0,0.0,0.0,0.0,0.190074176,0.0,0.096367555,0.085181541,0.026784196,0.072603244,0.0,0.011641472,0.0,0.065815869,0.0,0.0
MB-0580,0.176542799,0.0,0.074591318,0.055071198,0.000680336,0.0,0.00057372,0.1497764,0.0,0.0,0.0,0.065017255,0.044712712,0.0,0.05102509,0.142117936,0.025609778,0.041723296,0.082976769,0.0,0.0,0.089581395
MB-0581,0.0,0.0,0.105074144,0.111734427,0.033148451,0.0,0.0,0.005216937,0.0,0.0,0.0,0.186324078,0.081260264,0.010088183,0.014730772,0.0,0.092122009,0.317429445,0.036318146,0.0,0.006553146,0.0
MB-0582,0.087063878,0.011808917,0.123594792,0.117080253,0.048619669,0.0,0.156093298,0.0,0.040626794,0.015776603,0.05434851,0.0,0.113749827,0.026023885,0.0,0.12166363,0.005603543,0.0,0.0,0.077946399,0.0,0.0
MB-0583,0.030727433,0.032633989,0.092912223,0.007495795,0.142489052,0.0,0.098050467,0.0,0.075424257,0.0,0.123751201,0.0,0.071934397,0.017846727,0.0,0.0,0.022850255,0.077717041,0.167176643,0.0,0.038355851,0.00063467
MB-0584,0.129818157,0.0,0.114389741,0.185214427,0.135392016,0.0,0.0,0.067089936,0.053612576,0.041552983,0.0,0.0,0.071473048,0.050620897,0.006220426,0.0,0.055587681,0.0,0.0,0.0,0.089028112,0.0
MB-0585,0.007256659,0.054657491,0.16522615,0.011058774,0.231927781,0.0,0.123953798,0.0,0.066053469,0.042419026,0.035072025,0.0,0.016865228,0.027257716,0.034731311,0.001725446,0.0,0.006992148,0.070603026,0.021310699,0.05692955,0.025959702
MB-0586,0.072424936,0.046740389,0.0,0.038985211,0.0,0.137746031,0.055173596,0.0,0.010914027,0.0,0.0,0.071379102,0.0,0.169724381,0.102088802,0.0,0.0,0.0,0.265373068,0.0,0.029450457,0.0
MB-0587,0.005325251,0.0,0.126648935,0.0,0.124635372,0.0,0.0,0.046767997,0.154090376,0.014092045,0.087107172,0.017356827,0.01218544,0.0,0.0,0.082775087,0.088832113,0.03681395,0.077313481,0.0,0.0,0.126055954
MB-0588,0.06705514,0.073559386,0.101004667,0.207992489,0.075266883,0.0,0.10509681,0.013839497,0.0,0.001708011,0.0,0.001437772,0.0,0.0,0.012816467,0.113892058,0.105862698,0.039903882,0.053085039,0.0,0.027479201,0.0
MB-0589,0.184954413,0.0,0.098672976,0.194676526,0.042934324,0.0,0.149057887,0.021892997,0.0,0.0,0.032638086,0.0,0.031812081,0.0,0.052349949,0.002059563,0.097059532,0.014353931,0.007921055,0.0,0.008844522,0.060772158
MB-0590,0.07063037,0.0,0.109647155,0.076282387,0.098289764,0.0,0.102027552,0.0,0.035924829,0.094767225,0.08723257,0.0,0.049336375,0.101385684,0.0,0.0,0.006210827,0.004454804,0.078094634,0.0,0.040586695,0.04512913
MB-0591,0.033634237,0.052354585,0.0,0.104504676,0.11143438,0.0,0.0,0.106881028,0.1656911,0.052941495,0.10577594,0.0,0.0,0.096101986,0.0,0.0,0.000971896,0.012408561,0.0,0.157300116,0.0,0.0
MB-0592,0.027410123,0.013537671,0.043125254,0.060400459,0.130407484,0.0,0.097395331,0.046660659,0.006955147,0.0,0.047394087,0.014997931,0.061568314,0.052583125,0.033487872,0.046136866,0.126322069,0.020555122,0.137956436,0.0,0.0,0.033106051
MB-0593,0.017924293,0.037304236,0.133615706,0.026737216,0.0,0.065889444,0.121167939,0.0,0.0,0.082071656,0.088042592,0.0,0.053942338,0.0,0.006919006,0.182127924,0.01473232,0.05330291,0.0,0.104531682,0.0,0.011690738
MB-0594,0.0,0.092530162,0.089445425,0.041622117,0.167893709,0.0,0.112494537,0.044727496,0.027583762,0.0,0.093828557,0.0,0.035180396,0.0,0.020448322,0.106735634,0.0,0.06283445,0.0,0.104675432,0.0,0.0
MB-0596,0.181268628,0.0,0.076641696,0.056372893,0.002340347,0.0,0.000708971,0.146944453,0.0,0.0,0.0,0.06085235,0.046955304,0.0,0.045256594,0.143713793,0.026157662,0.042764095,0.082390634,0.0,0.0,0.087632581
MB-0597,0.08116062,0.0,0.124455909,0.041910264,0.182846382,0.0,0.056838141,0.034843028,0.07619229,0.051009523,0.018006459,0.0,0.0,0.003725182,0.027510946,0.055971178,0.077100408,0.0,0.0,0.07034708,0.065314944,0.032767647
MB-0598,0.024742856,0.051902227,0.144855898,0.0,0.177823317,0.0,0.015195686,0.0,0.087197293,0.061460463,0.049526622,0.0,0.050093916,0.07969553,0.03484252,0.041666581,0.06188516,0.074658767,0.0,0.044453163,0.0,0.0
MB-0599,0.053979441,0.0,0.135991079,0.157311154,0.0,0.0,0.059341182,0.12569922,0.0,0.0,0.114596631,0.0,0.080205476,0.0,0.0,0.002051523,0.124415892,0.0,0.0,0.057286897,0.089121506,0.0
MB-0600,0.124989583,0.0,0.0,0.0,0.0,0.048433956,0.0,0.06770617,0.0,0.0,0.018290272,0.161810389,0.107448674,0.137197057,0.0322447,0.0,0.02329733,0.056362857,0.219990931,0.0,0.002228082,0.0
MB-0601,0.174014261,0.0,0.0898032,0.104147643,0.004526149,0.0,0.116148839,0.095206441,0.0,0.0,0.149076369,0.0,0.106714415,0.0,0.0,0.060946833,0.047008712,0.0,0.0,0.0,0.02968484,0.022722297
MB-0603,0.192996975,0.0,0.05123547,0.095604839,0.0,0.0,0.105838135,0.0,0.0,0.0,0.050800183,0.0,0.080112579,0.0,0.047865893,0.027661175,0.127434538,0.035225818,0.124693995,0.0,0.0185889,0.041941498
MB-0605,0.107594141,0.0,0.118954098,0.132224974,0.105939405,0.0,0.08898562,0.0,0.042668069,0.005429826,0.093694596,0.0,0.0,0.0,0.058192272,0.059286609,0.037780577,0.0,0.0,0.074997723,0.07425209,0.0
MB-0606,0.042736061,0.099585821,0.1302999,0.076299226,0.089125398,0.0,0.127914374,0.023664949,0.0,0.051599046,0.060071571,0.0,0.051855063,0.0,0.0,0.063331435,0.036621711,0.04049782,0.0,0.07333521,0.0,0.033062416
MB-0607,0.0,0.0,0.099005548,0.068477089,0.0,0.206690751,0.074236351,0.035906872,0.0,0.0,0.134543078,0.0,0.095248222,0.000647958,0.046034729,0.036670577,0.070363772,0.030454185,0.048713847,0.053007022,0.0,0.0
